GroundTruth,ModelOutput,ExecutionTime
"{""CASE_NUMBER"": ""[]"", ""COURT"": ""['High Court Of Judicature At Allahabad']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""['Dilip B Bhosale', 'Suneet Kumar']"", ""LAWYER"": ""['Shashi Nandan', 'Kashif Zaidi', 'Udyan Nandan', 'Manish Goyal', 'A.K. Goyal', 'Gyan Prakash', 'Vinay K. Singh', 'Alok Mishra']"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['U.P. Public Service Commission']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['Union of India']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}","[INST] [INST] You are solving the NER problem in indian legal documents. You have to extract from the text, entities related to each of the following categories: CASE_NUMBER, COURT, DATE, GPE, JUDGE, LAWYER, ORG, OTHER_PERSON, PETITIONER, PRECEDENT, PROVISION, RESPONDENT, STATUTE, WITNESS. Extract them exactly as they are in the text (Don't format them). Be careful with synonyms, some categories can be found under other names. Your output always should be a dictionary in a json readable format (category: list of entities). Find the entities in the following text: High Court Of Judicature At Allahabad Reserved Writ-C No. 62997 of 2017 U.P. Public Service Commission through its Chairman & Members Vs. Union of India through Secretary, Department of Personnel and Training, Government of India, New Delhi & Ors. Appearance: For petitioners: Mr. Shashi Nandan, Senior Advocate, with Mr. Kashif Zaidi & Mr. Udyan Nandan, Advocates For respondents: Mr. Manish Goyal, Addl Advocate General, with Mr. A.K. Goyal, Additional Chief Standing Counsel, for respondent no.2-State Mr. Gyan Prakash, Assistant Solicitor General India, with Mr. Vinay K. Singh, Advocate, for respondent no. 1-Union of India For intervenors : Mr. Alok Mishra, Advocate Hon'ble Dilip B Bhosale, Chief Justice Hon'ble Suneet Kumar, J (Per Dilip B Bhosale, Cj) [/INST]
 {""CASE_NUMBER"": ""['Wright-C No. 62997 of 2017']"", ""COURT"": ""['High Court Of Judicature At Allahabad']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""['Dilip B Bhosale', 'Suneet Kumar']"", ""LAWYER"": ""['Shashi Nandan', 'Kashif Zaidi', 'Udyan Nandan', 'Manish Goyal', 'A.K. Goyal', 'Gyan Prakash', 'Vinay K. Singh', 'Alok Mishra']"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['U.P. Public Service Commission']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['Union of India']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}",14.379676580429075
"{""CASE_NUMBER"": ""[]"", ""COURT"": ""['High Court Of Punjab And Haryana At Chandigarh']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""['Mahabir Singh Sindhu']"", ""LAWYER"": ""[]"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['Kulbir Singh']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['State of Haryana']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}","[INST] [INST] You are solving the NER problem in indian legal documents. You have to extract from the text, entities related to each of the following categories: CASE_NUMBER, COURT, DATE, GPE, JUDGE, LAWYER, ORG, OTHER_PERSON, PETITIONER, PRECEDENT, PROVISION, RESPONDENT, STATUTE, WITNESS. Extract them exactly as they are in the text (Don't format them). Be careful with synonyms, some categories can be found under other names. Your output always should be a dictionary in a json readable format (category: list of entities). Find the entities in the following text: In The High Court Of Punjab And Haryana At Chandigarh Civil Writ Petition No.7925 of 2020 (O&M) Date of decision: April 8th, 2021 Kulbir Singh .....Petitioner Versus State of Haryana and others .....Respondents Coram: Hon'Ble Mr. Justice Mahabir Singh Sindhu [/INST]
 {""CASE_NUMBER"": ""['Civil Writ Petition No.7925']"", ""COURT"": ""['High Court Of Punjab And Haryana At Chandigarh']"", ""DATE"": ""['April 8th, 2021']"", ""GPE"": ""[]"", ""JUDGE"": ""['Mahabir Singh Sindhu']"", ""LAWYER"": ""[]"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""['Kulbir Singh']"", ""PETITIONER"": ""[]"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['State of Haryana']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}",11.360390424728394
"{""CASE_NUMBER"": ""[]"", ""COURT"": ""['Supreme Court Of India']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""[]"", ""LAWYER"": ""[]"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['Noel Harper']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['Union Of India']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}","[INST] [INST] You are solving the NER problem in indian legal documents. You have to extract from the text, entities related to each of the following categories: CASE_NUMBER, COURT, DATE, GPE, JUDGE, LAWYER, ORG, OTHER_PERSON, PETITIONER, PRECEDENT, PROVISION, RESPONDENT, STATUTE, WITNESS. Extract them exactly as they are in the text (Don't format them). Be careful with synonyms, some categories can be found under other names. Your output always should be a dictionary in a json readable format (category: list of entities). Find the entities in the following text: 1 Reportable In The Supreme Court Of India Civil Original Jurisdiction Writ Petition (Civil) No. 566 Of 2021 Noel Harper & Ors. …Petitioners Versus Union Of India & Anr. …Respondents With Writ Petition (Civil) No. 634 Of 2021 And Writ Petition (Civil) No. 751 Of 2021 Judgment [/INST]
 {""CASE_NUMBER"": ""['Writ Petition (Civil) No. 566 Of 2021', 'Writ Petition (Civil) No. 634 Of 2021', 'Writ Petition (Civil) No. 751 Of 2021']"", ""COURT"": ""['Supreme Court Of India']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""[]"", ""LAWYER"": ""[]"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""['Noel Harper']"", ""PETITIONER"": ""[]"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['Union Of India']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}",12.215953588485718
"{""CASE_NUMBER"": ""[]"", ""COURT"": ""['High Court Of Madhya Pradesh', 'High Court Of Madhya Pradesh Bench Gwalior']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""['G.S. Ahluwalia', 'Rajeev Shrivastava']"", ""LAWYER"": ""['V.K. Saxena', 'Ayush Saxena', 'Nathu Singh', 'Ramvir Singh', 'Atul Gupta', 'Ghanshyam Singh', 'B.P.S. Chouhan', 'R.K. Sharma', 'M.K. Choudhary']"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['Nathu Singh', 'Ghanshyam Singh', 'Ramvir Singh']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['State of M.P.']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}","[INST] [INST] You are solving the NER problem in indian legal documents. You have to extract from the text, entities related to each of the following categories: CASE_NUMBER, COURT, DATE, GPE, JUDGE, LAWYER, ORG, OTHER_PERSON, PETITIONER, PRECEDENT, PROVISION, RESPONDENT, STATUTE, WITNESS. Extract them exactly as they are in the text (Don't format them). Be careful with synonyms, some categories can be found under other names. Your output always should be a dictionary in a json readable format (category: list of entities). Find the entities in the following text: 1 The High Court Of Madhya Pradesh Cr.A. No. 397 of 2005 Nathu Singh Vs. State of M.P. Cr.A. No. 401 of 2005 Ghanshyam Singh Vs. State of M.P. Cr.A. 425 of 2005 Ramvir Singh Vs. State of M.P. High Court Of Madhya Pradesh Bench Gwalior Db : G.S. Ahluwalia & Rajeev Shrivastava J.J. Cr.A. No. 397 of 2005 Nathu Singh Vs. State of M.P. Cr.A. No. 401 of 2005 Ghanshyam Singh Vs. State of M.P. Cr.A. 425 of 2005 Ramvir Singh Vs. State of M.P. Shri V.K. Saxena, Senior Advocate (through Video Conferencing) with Shri Ayush Saxena, Advocate for Appellants Nathu Singh and Ramvir Singh (Cr.A.s No. 397/2005 and 425/2005) Shri Atul Gupta, Counsel for appellant Ghanshyam Singh (Cr.A. No. 401/2005) Shri B.P.S. Chouhan, Public Prosecutor for State Shri R.K. Sharma, Senior Advocate (through video conferencing) with Shri M.K. Choudhary, Advocate for the complainant. ------------------------------------------------------------------------------------ [/INST]
 {""CASE_NUMBER"": ""['Cr.A. No. 397 of 2005', 'Cr.A. No. 401 of 2005', 'Cr.A. No. 425 of 2005']"", ""COURT"": ""['High Court Of Madhya Pradesh', 'Gwalior Db : G.S. Ahluwalia & Rajeev Shrivastava J.J.']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""['V.K. Saxena', 'Ayush Saxena', 'Atul Gupta', 'B.P.S. Chouhan', 'R.K. Sharma', 'M.K. Choudhary']"", ""LAWYER"": ""[]"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""['Nathu Singh', 'Ghanshyam Singh', 'Ramvir Singh']"", ""PETITIONER"": ""[]"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['State of M.P.']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}",17.61747145652771
"{""CASE_NUMBER"": ""[]"", ""COURT"": ""['S U P R E M E C O U R T O F I N D I A']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""['Uday Umesh Lalit', 'S. Ravindra Bhat', 'Pamidighantam Sri Narasimha']"", ""LAWYER"": ""['Indu Marwah', 'Jitendar Kr. Sharma', 'Shrikant Prasad', 'Pabitra Kr. Biswal', 'Prahlad Narayan Singh', 'Tanuj Bagga Sharma', 'Ravindra Mishra']"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['Rabindra Mishra']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['Chhotai Yadav @ Chhote Lal Yadav']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}","[INST] [INST] You are solving the NER problem in indian legal documents. You have to extract from the text, entities related to each of the following categories: CASE_NUMBER, COURT, DATE, GPE, JUDGE, LAWYER, ORG, OTHER_PERSON, PETITIONER, PRECEDENT, PROVISION, RESPONDENT, STATUTE, WITNESS. Extract them exactly as they are in the text (Don't format them). Be careful with synonyms, some categories can be found under other names. Your output always should be a dictionary in a json readable format (category: list of entities). Find the entities in the following text: 1 Item No.17+32 Court No.2 Section Ii S U P R E M E C O U R T O F I N D I A Record Of Proceedings Special Leave Petition (Criminal) Diary No(s). 7282/2022 (Arising out of impugned final judgment and order dated 13-09-2021 in Bno. No. 7338/2021 passed by the High Court Of Judicature At Allahabad, Lucknow Bench) Rabindra Mishra Petitioner(s) Versus Chhotai Yadav @ Chhote Lal Yadav & Anr. Respondent(s) (For Admission and I.R. and Ia No.53415/2022-EXEMPTION From Filing O.T. and Ia No.53417/2022-PERMISSION To File Petition (Slp/Tp/Wp/..) and Ia No.53413/2022-PERMISSION To File Additional Documents/Facts/Annexures ) Item No.32 Special Leave Petition (Criminal) Diary No(s). 7281/2022 (For Admission and Ia No.53176/2022-EXEMPTION From Filing O.T. and Ia No.53174/2022-PERMISSION To File Petition (Slp/Tp/Wp/..) and Ia No.53175/2022-PERMISSION To File Additional Documents/Facts/Annexures ) With Diary No(s). 7285/2022 (Ii) (For Admission and Ia No.50939/2022-EXEMPTION From Filing O.T. and Ia No.50938/2022-PERMISSION To File Petition (Slp/Tp/Wp/..) and Ia No.50940/2022-PERMISSION To File Additional Documents/ Acts/ Annexures) Date : 13-04-2022 This petition was called on for hearing today. Coram : Hon'Ble Mr. Justice Uday Umesh Lalit Hon'Ble Mr. Justice S. Ravindra Bhat Hon'Ble Mr. Justice Pamidighantam Sri Narasimha Signature Not Verified For Petitioner(s) Digitally signed by Indu Marwah Date: 2022.04.13 Mr. Jitendar Kr. Sharma, Adv. 17:42:55 Ist Reason: Mr. Shrikant Prasad, Adv. Mr. Pabitra Kr. Biswal, Adv. Mr. Prahlad Narayan Singh, Adv. Mrs. Tanuj Bagga Sharma, Aor Mr. Ravindra Mishra, Adv. 2 For Respondent(s) Upon hearing the counsel the Court made the following O R D E R [/INST]
 {""CASE_NUMBER"": ""[]"", ""COURT"": ""['High Court Of Judicature At Allahabad, Lucknow Bench']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""['Uday Umesh Lalit', 'S. Ravindra Bhat', 'Pamidighantam', 'Narasimha']"", ""LAWYER"": ""['Jitendar Kr. Sharma', 'Shrikant Prasad', 'Pabitra Kr. Biswal', 'Prahlad Narayan Singh', 'Tanuj Bagga Sharma', 'Ravindra Mishra']"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['Rabindra Mishra']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['Chhotai Yadav @ Chhote Lal Yadav']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}",15.78167200088501
"{""CASE_NUMBER"": ""[]"", ""COURT"": ""['S U P R E M E C O U R T O F I N D I A']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""['N.V. Ramana', 'S. Abdul Nazeer']"", ""LAWYER"": ""['Ashutosh Dubey', 'Piyush Singh', 'Vaibhav Tyagi', 'Aditya Singh', 'Ajit Pudussery', 'Anirban Tripathi', 'J. Kurian', 'Rajshri Dubey', 'V.S. Rawat', 'Abhishek Chauhan', 'Sushil Pandey']"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['Biswas Nair']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['Shinie Biswas Nair']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}","[INST] [INST] You are solving the NER problem in indian legal documents. You have to extract from the text, entities related to each of the following categories: CASE_NUMBER, COURT, DATE, GPE, JUDGE, LAWYER, ORG, OTHER_PERSON, PETITIONER, PRECEDENT, PROVISION, RESPONDENT, STATUTE, WITNESS. Extract them exactly as they are in the text (Don't format them). Be careful with synonyms, some categories can be found under other names. Your output always should be a dictionary in a json readable format (category: list of entities). Find the entities in the following text: Item No.107 Court No.9 Section Iii S U P R E M E C O U R T O F I N D I A Record Of Proceedings Civil Appeal No(s). 1309/2017 Biswas Nair Appellant(s) Versus Shinie Biswas Nair Respondent(s) With Conmt.Pet.(C) No. 241/2016 In Slp(C) No. 31208/2015 (For On Ia 1/2016 For Initiating Criminal Proceedings U/S 340 Of Crpc On Ia 2/2016) Date : 01-02-2018 This appeal was called on for hearing today. Coram : Hon'Ble Mr. Justice N.V. Ramana Hon'Ble Mr. Justice S. Abdul Nazeer For Appellant(s) Mr. Ashutosh Dubey, Aor Mr. Piyush Singh, Adv. Mr. Vaibhav Tyagi, Adv. Mr. Aditya Singh, Aor For Respondent(s) Mr. Ajit Pudussery, Aor Mr. Aditya Singh, Aor Mr. Anirban Tripathi, Adv. Mr. Ashutosh Dubey, Aor Mr. J. Kurian, Adv. Mr. Rajshri Dubey, Adv. Mr. V.S. Rawat, Adv. Mr. Abhishek Chauhan, Adv. Mr. Sushil Pandey, Adv. Upon hearing the counsel the Court made the following O R D E R [/INST]
 {""CASE_NUMBER"": ""[]"", ""COURT"": ""['S U P R E M O U R C O U R T O F I N D I A']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""['N.V. Ramana', 'S. Abdul Nazeer']"", ""LAWYER"": ""['Ashutosh Dubey', 'Piyush Singh', 'Vaibhav Tyagi', 'Aditya Singh', 'Ajit Pudussery', 'Aditya Singh', 'Anirban Tripathi', 'J. Kurian', 'Rajshri Dubey', 'V.S. Rawat', 'Abhishek Chauhan', 'Sushil Pandey']"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['Biswas Nair']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['Shinie Biswas Nair']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}",16.217905044555664
"{""CASE_NUMBER"": ""[]"", ""COURT"": ""['High Court Of Judicature At Allahabad']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""['Shashi Kant', 'Ajay Bhanot']"", ""LAWYER"": ""['Mayank Bhushan', 'A.K.Mishra', 'Abhishek Kumar Srivastava', 'Ashok Mehta', 'Bhupendra Nath Singh', 'D.P.Singh', 'Sudeep Pathak', 'V.C. Mishra']"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['Girish Chandra Bajpayee']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['State Of U.P.']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}","[INST] [INST] You are solving the NER problem in indian legal documents. You have to extract from the text, entities related to each of the following categories: CASE_NUMBER, COURT, DATE, GPE, JUDGE, LAWYER, ORG, OTHER_PERSON, PETITIONER, PRECEDENT, PROVISION, RESPONDENT, STATUTE, WITNESS. Extract them exactly as they are in the text (Don't format them). Be careful with synonyms, some categories can be found under other names. Your output always should be a dictionary in a json readable format (category: list of entities). Find the entities in the following text: High Court Of Judicature At Allahabad Afr Reserved Judgement. Court No. - 81 Case :- Criminal Appeal No. - 7344 of 2006 Appellant :- Girish Chandra Bajpayee Respondent :- State Of U.P. Counsel for Appellant :- Mayank Bhushan, A.K.Mishra, Abhishek Kumar Srivastava,Ashok Mehta,Bhupendra Nath Singh,D.P.Singh,Sudeep Pathak,V.C. Mishra Counsel for Respondent :- Govt. Advocate Hon'ble Shashi Kant,J. Hon'ble Ajay Bhanot,J. [/INST]
 {""CASE_NUMBER"": ""[]"", ""COURT"": ""['High Court Of Judicature At Allahabad']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""['Shashi Kant', 'Ajay Bhanot']"", ""LAWYER"": ""['Mayank Bhushan', 'A.K.Mishra', 'Abhishek Kumar Srivastava', 'Ashok Mehta', 'Bhupendra Nath Singh', 'D.P.Singh', 'Sudeep Pathak', 'V.C. Mishra']"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['Girish Chandra Bajpayee']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['State Of U.P.']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}",14.146788835525513
"{""CASE_NUMBER"": ""[]"", ""COURT"": ""['Supreme Court Of India']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""[]"", ""LAWYER"": ""[]"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['Dharmaji Shankar Shinde']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['Rajaram Shripad Joshi']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}","[INST] [INST] You are solving the NER problem in indian legal documents. You have to extract from the text, entities related to each of the following categories: CASE_NUMBER, COURT, DATE, GPE, JUDGE, LAWYER, ORG, OTHER_PERSON, PETITIONER, PRECEDENT, PROVISION, RESPONDENT, STATUTE, WITNESS. Extract them exactly as they are in the text (Don't format them). Be careful with synonyms, some categories can be found under other names. Your output always should be a dictionary in a json readable format (category: list of entities). Find the entities in the following text: Reportable In The Supreme Court Of India Civil Appellate Jurisdiction Civil Appeal No.7448 Of 2008 Dharmaji Shankar Shinde And Others …Appellants Versus Rajaram Shripad Joshi (Dead) Through LRs. And Others …Respondents With Civil Appeal No.7449 Of 2008 Judgment [/INST]
 {""CASE_NUMBER"": ""['Civil Appeal No.7448', 'Civil Appeal No.7449']"", ""COURT"": ""['Supreme Court Of India']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""[]"", ""LAWYER"": ""[]"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""['Dharmaji Shankar Shinde', 'Rajaram Shripad Joshi']"", ""PETITIONER"": ""[]"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""[]"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}",10.757305383682253
"{""CASE_NUMBER"": ""[]"", ""COURT"": ""['Supreme Court Of India']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""[]"", ""LAWYER"": ""[]"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['Neetu Kumar Nagaich']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['State Of Rajasthan']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}","[INST] [INST] You are solving the NER problem in indian legal documents. You have to extract from the text, entities related to each of the following categories: CASE_NUMBER, COURT, DATE, GPE, JUDGE, LAWYER, ORG, OTHER_PERSON, PETITIONER, PRECEDENT, PROVISION, RESPONDENT, STATUTE, WITNESS. Extract them exactly as they are in the text (Don't format them). Be careful with synonyms, some categories can be found under other names. Your output always should be a dictionary in a json readable format (category: list of entities). Find the entities in the following text: Reportable In The Supreme Court Of India Criminal Original Jurisdiction Writ Petition (Crl.) No.141 Of 2020 Neetu Kumar Nagaich ...Petitioner (S) Versus The State Of Rajasthan And Others ...Respondent(S) Judgment [/INST]
 {""CASE_NUMBER"": ""['Criminal Original Jurisdiction', 'Crl.']"", ""COURT"": ""['Supreme Court Of India']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""[]"", ""LAWYER"": ""[]"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""['Neetu Kumar Nagaich']"", ""PETITIONER"": ""[]"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['State Of Rajasthan']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}",8.585866689682007
"{""CASE_NUMBER"": ""[]"", ""COURT"": ""['Supreme Court Of India']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""[]"", ""LAWYER"": ""[]"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['Lalit Kumar Jain']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['Union Of India']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}","[INST] [INST] You are solving the NER problem in indian legal documents. You have to extract from the text, entities related to each of the following categories: CASE_NUMBER, COURT, DATE, GPE, JUDGE, LAWYER, ORG, OTHER_PERSON, PETITIONER, PRECEDENT, PROVISION, RESPONDENT, STATUTE, WITNESS. Extract them exactly as they are in the text (Don't format them). Be careful with synonyms, some categories can be found under other names. Your output always should be a dictionary in a json readable format (category: list of entities). Find the entities in the following text: 1 Reportable In The Supreme Court Of India Civil Original Jurisdiction Transferred Case (Civil) No. 245/2020 Lalit Kumar Jain ….Petitioner(S) Versus Union Of India & Ors. …..Respondent(S) With W.P.(C) No. 117/2021, W.P.(C) No. 1371/2020, W.P.(C) No. 1420/2020, W.P.(C) No. 1353/2020, T.P.(C) No. 1252/2020, W.P.(C) No. 1276/2020, W.P.(C) No. 1287/2020, T.P. (C) No. 1285/2020, T.P.(C) No. 1325/2020, W.P.(C) No. 1364/2020, T.C.(C) No. 257/2020, W.P.(C) No. 1434/2020, W.P.(C) No. 38/2021, W.P.(C) No. 1419/2020, T.P.(C) No. 1202/2020, T.P.(C) No. 1220/2020, T.P.(C) No. 1203/2020, T.P.(C) No. 1193/2020, T.P.(C) No. 1196/2020, T.P.(C) No. 1289/2020, T.P.(C) No. 1323/2020, T.P.(C) No. 1333/2020, T.P.(C) No. 1292/2020, T.P.(C) No. 1299/2020, T.P.(C) No. 1331/2020, W.P. (C) No. 1342/2020, T.P.(C) No. 1339/2020, W.P.(C) No. 1348/2020, W.P.(C) No. 1344/2020, W.P.(C) No. 1343/2020, T.C.(C) No. 250/2020, T.C.(C) No. 251/2020, T.C. (C) No. 247/2020, T.C.(C) No. 253/2020, T.C.(C) No. 252/2020, T.C.(C) No. 248/2020, T.C.(C) No. 254/2020, T.C.(C) No. 246/2020, T.C.(C) No. 256/2020, T.C.(C) No. 249/2020, T.C.(C) No. 255/2020, W.P.(C) No. 62/2021, W.P.(C) No. 32/2021, W.P.(C) No. 106/2021, W.P.(C) No. 97/2021, W.P.(C) No. 142/2021, W.P.(C) No. 135/2021, W.P.(C) No. 131/2021, W.P.(C) No. 122/2021, W.P.(C) No. 138/2021, W.P.(C) No. 146/2021, W.P. (C) No. 207/2021, W.P.(C) No. 160/2021, W.P.(C) No. 168/2021, W.P.(C) No. 205/2021, W.P.(C) No. 209/2021, W.P.(C) No. 194/2021, W.P.(C) No. 187/2021, W.P.(C) No. 180/2021, W.P.(C) No. 182/2021, W.P.(C) No. 203/2021, W.P.(C) No. 220/2021, W.P.(C) No. 229/2021, W.P.(C) No. 217/2021, W.P.(C) No. 221/2021, W.P.(C) No. 225/2021, W.P. Signature Not Verified (C) No. 239/2021, W.P.(C) No. 240/2021, W.P.(C) No. 228/2021, W.P.(C) No. 224/2021, Digitally signed by Jayant Kumar Arora Date: 2021.05.21 13:36:48 Ist Reason: W.P.(C) No. 234/2021, W.P.(C) No. 260/2021 and W.P.(C) No. 262/2021, W.P. (C) No. 283/2021. 2 Judgment [/INST]
 {""CASE_NUMBER"": ""[]"", ""COURT"": ""['Supreme Court Of India']"", ""DATE"": ""[]"", ""GPE"": ""[]"", ""JUDGE"": ""['Lalit Kumar Jain']"", ""LAWYER"": ""[]"", ""ORG"": ""[]"", ""OTHER_PERSON"": ""[]"", ""PETITIONER"": ""['Lalit Kumar Jain']"", ""PRECEDENT"": ""[]"", ""PROVISION"": ""[]"", ""RESPONDENT"": ""['Union Of India']"", ""STATUTE"": ""[]"", ""WITNESS"": ""[]""}",11.296489477157593
